text,intent
"I had a sprained foot when I was going downstairs. When I got home, I found that my ankle joint was a little loose, and I also had pain when walking. There was a bulge on the right side that looked like a swelling. What should I do now",symptoms
I have a proportional who is always depressed because of cystitis. How can I regale it so that I can recover and improve the condition?,treatment method
Sudden fever subsided at 38-9 degrees endure night. bathroom I do nebulization at 37.5 this morning? It turned out to be pneumonia,treatment method
An egg-sized tumor about 7-8 cm into the anus was found during anal fistula surgery. How to treat it?,treatment
"A two-year-old baby has a bitter smack in his mouth, accompanying by hard and dry stools",disease manifestations
Quel is interstitial pneumonia?,definition
"Have bear from internal hemorrhoids for seven or eight years. It will be more serious if you work too much or puzzle angry. There will be soy-sized bumps in the inside of the anus, which will trauma after exertion. What remediate can be used to eradicate them?",treatment
What to do with postherpetic neuralgia,method
What should I do if I've frequent constipation in ternary months of contraception,disease manifestations
May I needed if colon cancer is advanced with mild swelling of hands and feet?,symptoms
"exempt me, what's the matter with a bag the size of a soy bean?",disease manifestations
What's the matter with a 10-month-old baby pooping four-spot or five times a day,cause
"I just found out that I have condyloma acuminatum. It has been more than two months now. It doesn't hurt, it doesn't itch, and there is no style problem. How did I get it? How should I treat it?",treatment method
"I want to ask, can 70-year-old men submit Shenrong Bushen Tablets? Those with a little high blood pressure",applicable disease
Where can I buy chondroitin sulfate tablets? Are chondroitin sulfate pad a prescription drug? behind hyperlipidemia be treated with chondroitin sulfate tablets?,ask more
Can I absorb calcium by eating cod liver oil?,method
"Hello doctor, my grandmother has severe hypotension. Can taking B12 effectively relieve this symptom?",treatment
Is it normal for a large fava bean induration in the anterior vaginal fornix to be blue?,symptoms
I accompany my wife to watch depression and train one capsule of venlafaxine hydrochloride sustained-release capsules from Innos every daylight.,usage
"Which one is better in Bengbu Epilepsy Hospital?? I was diagnosed with epilepsy in 2012 and had been taking anti-epileptic drugs for two years. Recently, my liver serve was highschool. During the last physical examination and taking medicament, my condition could not be all recovered. What's extend on? What should I do? arse Chinese medicine treatment of epilepsy cure epilepsy completely?",ask more
How retentive does it take to regain from a second recurrence?,usage
"Hello, unity would like to know, what is the effectuate of Sertraline Hydrochloride Tablets? Is this medicine effective for anxiety depression?",ask more
What brand of cod liver oil should the baby eat? Will there be any preservatives or chemicals? What should single bear attention to?,ask more
"i have been sick for over a week. i went to my doc and he prescribed me meds. i have been on antibiotics for 3/5 days and i’m not feeling better. i have shortness of breath, tightness in chest, barking cough, dull headache, body ache. please advise.",treatment
Can full Yaoxitong capsule be taken with Coptis chinensis?,method
"good day, my son, who is 4 yrs old, has been diagnosed with lobar pneumonia and is now hospitalised. this is about his 6th or 7th infection. he had a double aortic arch that led to the entrance of his right lung and his trachea and esophagus being squeezed. he is now diagnosed with asthma. can the pneumonia deplete his lung function over time? what, if anything, can i do to reduce the number of infections?",ask more
What's unseasonable with my baby's diarrhea,cause
"hi my husband has been diagnosed with pneumonia and given roxithromycin, he s had a heart transplant 4 yrs ago he is very tired hardly eating or drinking pretty larthargic to be honest should i be taking him to hospital we are now on day 3 on the antibiotics with no improvement what would you suggest?",treatment
"Hello, let me ask if my respiration difficulties are due to lack of oxygen in my body",cause
What to do with green poop,disease manifestations
What medicine for bad breath,treatment
The stool is thin and white,cause
"Epilepticus is a common waite disease, and most multiplicity aren't diagnosed with it. There are a grande number number of patients nowadays who want to empathize the symptoms of epilepsy patients with an epilepsy, along with the flux incidence of epilepsy. With the gain in the numeral of patients with epilepsy, the treatment of this sickness can not be neglected more and more, and remembering the symptoms of epilepsy will be very useful for the treatment of the disease. Whar are the symptoms of epilepsy?",definition
"A month ago, there were two small juicy particles in the anus. Now the come has rises, the texture is arduous, and it's not horrible or itchy. Is it condyloma acuminatum?",symptoms
