text,intent,label
"my child is 8 months old and has a congenital capillary hemangioma. helium has seen a doc in hubei and shanghai successively, but there is no treatment effectuate. this year, the protruding rise of the hemangioma is more obvious. the danger of hemangioma ass the ear of infants in inner mongolia is it big?",disease manifestations,4
"nerve headache, diarrhea, tonsil inflammation, upper respiratory tract infection, sore throat, but no dickie, no runny nose, icteric sputum",disease manifestations,4
"the pain in the grim abdomen thinks sagging. ane urinated twofold and constitute that it was hematuria. i've never had such symptoms before. ces two days, i just feel hungry and full.",symptoms,6
"hello! i had superficial gastritis detected by gastroscopy a few days ago, ph+620, dr. zhu zhi prescribed me amoxicillin, furan, rabeprazole, bismuth citrate, but if i take amoxicillin dispersible tablets, the milk odour will earn me nauseous and vomit. can i still take amoxicillin? am i earnestly ill?",ask more,1
what is lvh? is the ecg report lvh unplayful?,ask more,1
"hello, why do you treat hyperlipidemia. you should use gynostemma glycosides tablets?",applicable disease,0
"recently, i always feel very tired, and sometimes i feel short of breath. i survive to the hospital for an examination. the solvent picture that i had unstable angina pectoris. i was a little scared and want to know, the treatment of unstable angina pectoris what is the principle?",treatment method,8
"hello! i would like to ask, my father's blood sugar can't go down??? what kind of medicine do i not use? can diabolo capsules work?",method,5
"what calcium tablets should pregnant women take for foot cramps? i would like to ask you, what calcium tablets should pregnant women take for foot cramps when they are six months pregnant.",treatment,7
what is the main function of adenosine triphosphate disodium tablet (hesui brand)? is the effect good?,ask more,1
the doctor prescribed risperidone oral solution to a friend. how long does it take to see the effect? ​​thank you.,usage,9
"i am a patient with variant angina pectoris. i have tried many medicines but no effect. i heard from my friends that using nifedipine tablets will have good results, right? will there be any adverse reactions?",applicable disease,0
what are the treatments for pleurisy,treatment method,8
"always recurring, my head is dead, how can i treat it completely",treatment,7
can a 6-month-old baby eat cod liver oil? i want to supplement it for my baby now. let me know.,applicable disease,0
arrange parkinson's have palpitations?,definition,3
i've been marry for more than a year and haven't paid attention to these few days. i found that the vaginal opening feels grainy. is it condyloma acuminatum?,symptoms,6
what is congenital cystic adenomatous malformation of the lung?,definition,3
what should be paid attention to in daily life of tussah pupa encephalopathy,method,5
what to do with riddle lipoma,treatment method,8
what are the treatments for carotid atherosclerosis,treatment method,8
"unity did ctu to prove the kidneys, and the results illustrated that the bilateral appendages were unevenly augment nodules. afterward ace gibe the ovaries in two hospitals and they were all fine. doe the bilateral pegs written in this settlement cite to the ovaries?",definition,3
cul venlafaxine hydrochloride sustained-release capsules be withdraw for a long time?,usage,9
icterus doesn't rebate,disease manifestations,4
"doctor, can hypertensive patients engage danshen dripping pills?",applicable disease,0
quel to do with my baby's looseness,method,5
what should i do if i sleep with insomnia and more dreams? is there any way to relieve it? what should i eat?,ask more,1
"cold a cold, a cold, a cold, a cold, a cold, a cold, a cold, a cold, a cold",treatment,7
"is nimesulide granules an antipyretic drug, can a baby over 4 monthly yield it?",usage,9
i wish to ask what're the symptoms of precocious breast cancer?,symptoms,6
what is the reason for a one-year-old baby's right foot to turn in varus? isn't there a problem with intelligence? i'm so worried!,cause,2
"the heart rate is low, i used to take cronin, and now it is discontinued, which medicine is better",treatment,7
"excuse me, the amount of darkness black menstruation is very small, is it a disease?",definition,3
anal fissure? what to do with anal fissure? very prohibitionist saddle!.,method,5
directly i have a white smear on my body. i went to the hospital and said it was vitiligo. how can i treat it?,treatment method,8
i edit my hands a little deep when i was cutting vegetable. is it useful to apply iodophor?,usage,9
"can the body react when the hemangioma is large? my child had a b-ultrasound today and the doctor told me. there is a large hemangioma on my child's foot, but i have no reaction at all. inner mongolia babies grow on their feet. are the hemangiomas on it very dangerous?",symptoms,6
