text,intent,label
What's improper with intracranial metastases,definition,3
How to repair cystitis all,method,5
"Excuse me, I have bladder stones at the age of 59, and the prostate enlarges and urinates. How can I treat it?",treatment,7
May I ask what is effective for patients with enteritis?,treatment method,8
"Blood in stool, stomach pain, and blood in stool several times a day, what is the cause of blood in stool?",cause,2
"Whereof should I do if 1 have insomnia until two o'clock in the middle of the night, I'm now 3 weeks pregnant, what is the sounds pathway to ameliorate it?",method,5
Can pregnant women use Ma Yinglong hemorrhoid cream?,usage,9
"The baby has milk flaps when he poops, and the asshole is always full of feces. It has been like this, so the asshole is rotten, what should I do?",treatment,7
"sore throat, cough, talk pain",cause,2
"I stopped Chinese medicine two days ago. Today I feel dry mouth and throat, itchy throat, cough and cough, what's the matter?",symptoms,6
"Internal hemorrhoids will prolapse, so I need to push them back, do I need surgery?",treatment,7
"I immersed my whole head in water for 7 or 8 seconds for the first time, and 13 seconds for the indorse time. After that, I notice that my intelligence was abbreviate, my remembering was super poor, my reaction was irksome, and my consciousness was a little bit weak. Unclear, unsteady walking",treatment method,8
"Excuse me, what should iodin do if the menstrual volume increases?",treatment method,8
I am a patient with renal insufficiency and have stomach flu. Can I take Huoxiangzhengqi Soft Capsules?,applicable disease,0
"i have a tight and painful chest with a dry cough, no fever and no headaches. could it possibly be coronavirus?",cause,2
"I've rhinitis for two years. Popularly, I often have a blocked nose when I sleep at night. When I stench irritating odour, my pry is immobilise, especially the smell of smokes.",definition,3
"latterly, the forearm muscle accidentally wrick the brow. It has been in pain for half a annum. What should I we do?",method,5
What are the late symptoms of interstitial pneumonia,symptoms,6
What should I do if a pregnant woman catches a moth-eaten?,treatment,7
"May I ask if there are many small white streaks on the labia, are they affecting condyloma acuminatum? How to treat?",treatment method,8
Is tantalize livers oil swallowed naked or chewed,usage,9
What does heart throbbing mean,definition,3
deuce months of diarrhea,method,5
"I always wanted to go to the toilet, six or sixteen meter a day, but I went to the restroom and urinated a inconsequential bit, and just came out of the toiletries and wanted to plump to the latrine again",symptoms,6
"I want to ask about diarrhea. I have taken medicine in the afternoon from Phoebe:00 a.m. yesterday, but it still doesn't work. sack Bacillus licheniformis capsulise and Smecta be taken together?",usage,9
What to do with a hemangioma on a newborn's peg,treatment method,8
behind I utilizes Yunnan Baiyao tincture?,method,5
Is high ancestry pressure 65873 ordinary?,definition,3
"Hello, let me ask, the wound is rotten, can I use Yunnan Baiyao spray? Thank you",usage,9
"I plan to buy this drug for use, but I don't know whether it is sterile or injectable",usage,9
"ache from fungal vaginitis and using clotrimazole vaginal suppository for treatment, should it be used after menstruation? How many track of medication are required?",usage,9
"Hello doctor, may I continue to take this medicine with nifedipine sustained-release tablets because of a lot of urine?",applicable disease,0
"May I ask if there are many small white spots on the labia, are they condyloma acuminatum? How to treat?",symptoms,6
"Buchang Wenxin Granule, how should I live utilization this pharmaceutical?",usage,9
What's the affair with urethra itchy when urinating,disease manifestations,4
"Baby has no bowel movement for four days, what should I do",treatment,7
"Epilepsy is a chronic brain disease. The treatment time is very long and the price to the patient's middle is very large. Therefore, we must engage precautions and understand about epilepsy. First of all Let's talk about what damage epilepsy case to the patient",definition,3
Why does my anus feel hot after every bowel movement?,cause,2
I would like to ask if Enalapril Maleate Tablets can be make with Nifedipine Extended Release Tablets?,usage,9
ever queasy now,symptoms,6
"Is it only suitable for children cured 1-6? I wanted to buy cod liver oil for my parents, but when ane came back and experience that the drug storage recommended it to me, it wasn't right. I didn't read it carefully",usage,9
"What is the localized seizure of epilepsy? Epilepsy is a common type of encephalopathy. The abnormal discharge of brain neurons leads to the dysfunction of the central nervous system. Limb spasms, foaming at the mouth, infection disorders, etc. Common symptoms of epileptic seizures. However, epileptic patients have different locations and types of seizures. Localized seizures are a type of epileptic seizures. What are its characteristics?",disease manifestations,4
"The middle of my forefoot hurts when I exercise, sometimes it doesn't hurt, and it lasts for a week. I went to a clinic. Do I need to go to the treatment again?",treatment,7
"After the total thyroidectomy in June last year, I started taking 2 capsules of Euclidean and gradually increased to 3•5. Yesterday, I checked TSH1•5. The doctor said that I couldn't take 4 capsules. I am very worried about the reason and want to help. Thank you",cause,2
"My father had acute myocardial infarction. Today I was doing homework and suddenly saw my father taking a medicine in a hurry. After my father left, I saw the bottle of medicine called aspirin enteric-coated capsules. Tell me can that bottle of medicine cure my dad's illness I'm worried right now, please help me.",applicable disease,0
"My mommy was hospitalised endure week because of coronary heart ailments and tachycardia. After she was eject from the hospital today, the doctor prescribed a box of rosuvastatin calcium tablets (candine), I wishing to requests how long it'll hold yes",usage,9
